,Time,T,P,V,O
0,2017-01-01 00:00:00,-0.9613923310946086,751.1264654244865,65.84559745627409,9590.0
1,2017-01-01 01:00:00,-0.9080424891472311,751.172813172204,65.84559745627409,9590.0
2,2017-01-01 02:00:00,-0.5200019225968948,751.5099239419112,65.22668423050708,9590.0
3,2017-01-01 03:00:00,-0.16348530588048094,751.8196482373455,64.60777100474006,9590.0
4,2017-01-01 04:00:00,0.5763725212491684,752.4624007304543,64.60777100474006,9590.0
5,2017-01-01 05:00:00,1.3596583617221456,753.142881369193,64.60777100474006,9590.0
6,2017-01-01 06:00:00,2.1417668815923174,753.8223392090574,62.07906381208516,9590.0
7,2017-01-01 07:00:00,3.096540736103851,754.6518002931191,59.55035661943026,9590.0
8,2017-01-01 08:00:00,3.8193375996276933,755.2797310509022,58.42905169481743,9590.0
9,2017-01-01 09:00:00,4.510851645267117,755.8804848181213,57.35627711049767,9590.0
10,2017-01-01 10:00:00,4.931002058962406,756.2454910611871,56.70448024788023,9590.0
11,2017-01-01 11:00:00,5.295499947140413,756.5621490970535,56.13901946954723,9590.0
12,2017-01-01 12:00:00,5.346822969447505,756.6067360424533,56.05939992419043,9590.0
13,2017-01-01 13:00:00,5.238793259704157,756.5128850852542,56.22699091918884,9590.0
14,2017-01-01 14:00:00,5.006965012669441,756.3114839804869,56.22699091918884,9590.0
15,2017-01-01 15:00:00,4.565978475955513,755.9283763272232,57.288583865251596,9590.0
16,2017-01-01 16:00:00,3.87018061044071,755.323900985664,58.35017681131434,9590.0
17,2017-01-01 17:00:00,3.0969402874838057,754.6521474039237,59.5497367787077,9590.0
18,2017-01-01 18:00:00,2.2239544409882623,753.8937397630115,59.5497367787077,9590.0
19,2017-01-01 19:00:00,1.4277886769321886,753.2020696731506,61.48669017513811,9590.0
20,2017-01-01 20:00:00,0.5998071544685781,752.4827595999217,63.423643571568526,9590.0
21,2017-01-01 21:00:00,-0.04203891623473199,751.9251549534489,64.41936615455549,9590.0
22,2017-01-01 22:00:00,-0.6062287809975844,751.4350142414556,65.29461742597204,9590.0
